ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF02337,PF06918:PF17905:PF15257:PF12013:PF02399:PF06869:PF19006:PF05295:PF18759:PF04031,8,68,5,3,63,996,0.07,0.94,0.62,0.62,0.2,1,0,8,1,1058,0.0,0.99,0.0,0.0,-0.0
PF02338,PF05548:PF10296:PF14240:PF08398:PF15030:PF10536:PF07382:PF03133:PF10011:PF12224,101,160,61,40,99,867,0.38,0.87,0.6,0.6,0.41,3,3,98,0,966,1.0,0.91,0.03,0.03,0.16
PF02341,PF08293:PF04519:PF04800:PF04930:PF03645:PF10163:PF05160:PF02320:PF04135:PF14159,7,113,5,2,108,952,0.04,0.9,0.71,0.71,0.16,5,2,5,3,1057,0.4,0.99,0.29,0.29,0.33
PF02342,PF05162:PF07896:PF01129:PF19060:PF07061:PF14521:PF03911:PF10441:PF00885:PF02939,10,132,6,4,126,931,0.05,0.88,0.6,0.6,0.14,4,1,9,3,1054,0.25,0.99,0.1,0.1,0.15
PF02343,PF13961:PF10532:PF17932:PF17770:PF12688:PF04899:PF04002:PF01252:PF04773:PF00451,5,96,4,1,92,970,0.04,0.91,0.8,0.8,0.17,2,1,4,1,1061,0.5,1.0,0.2,0.2,0.31
PF02344,PF07527:PF02425:PF17331:PF18251:PF13179:PF15977:PF12608:PF06778:PF12021:PF19097,4,16,1,3,15,1048,0.06,0.98,0.25,0.25,0.12,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF02347,PF17241:PF05295:PF07173:PF12013:PF11412:PF09133:PF12245:PF07894:PF17111:PF09429,29,84,18,11,66,972,0.21,0.93,0.62,0.62,0.34,4,4,25,0,1038,1.0,0.98,0.14,0.14,0.37
PF02348,PF14040:PF04468:PF08552:PF12240:PF07889:PF04988:PF15233:PF10333:PF14719:PF00828,29,80,15,14,65,973,0.19,0.93,0.52,0.52,0.28,3,3,26,0,1038,1.0,0.98,0.1,0.1,0.32
PF02349,PF12373:PF17331:PF02425:PF06778:PF17019:PF12608:PF17079:PF11584:PF19097:PF01303,2,4,1,1,3,1062,0.25,1.0,0.5,0.5,0.35,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF02350,PF07222:PF09462:PF15280:PF09976:PF07602:PF14739:PF15619:PF08655:PF15093:PF15997,10,54,2,8,52,1005,0.04,0.94,0.2,0.2,0.07,2,1,9,1,1056,0.5,0.99,0.1,0.1,0.22
PF02351,PF17331:PF02425:PF08189:PF11415:PF00451:PF17333:PF06357:PF18251:PF13179:PF06778,9,4,1,8,3,1055,0.25,0.99,0.11,0.11,0.16,0,0,9,0,1058,0,0.99,0.0,0.0,0
PF02354,PF06778:PF10088:PF07937:PF11072:PF00603:PF16963:PF00944:PF10905:PF15495:PF05999,4,4,1,3,3,1060,0.25,0.99,0.25,0.25,0.25,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF02355,PF13721:PF14087:PF04378:PF07896:PF03309:PF05251:PF05022:PF19060:PF08459:PF07061,15,82,7,8,75,977,0.09,0.92,0.47,0.47,0.17,4,1,14,3,1049,0.25,0.98,0.07,0.07,0.12
PF02357,PF08632:PF09808:PF15669:PF17027:PF18765:PF03901:PF08651:PF03152:PF04769:PF13391,10,117,7,3,110,947,0.06,0.89,0.7,0.7,0.18,1,0,10,1,1056,0.0,0.99,0.0,0.0,-0.0
PF02358,PF07572:PF07039:PF10235:PF08571:PF01781:PF01521:PF00756:PF04800:PF00468:PF00253,60,134,33,27,101,906,0.25,0.88,0.55,0.55,0.31,8,7,53,1,1006,0.88,0.95,0.12,0.12,0.31
PF02359,PF09262:PF16725:PF17333:PF06357:PF00451:PF11584:PF01303:PF17330:PF17331:PF17079,34,32,12,22,20,1013,0.38,0.96,0.35,0.35,0.34,0,0,34,0,1033,0,0.97,0.0,0.0,0
PF02361,PF07011:PF05983:PF09991:PF08228:PF09809:PF15370:PF17257:PF10501:PF02290:PF05564,12,70,8,4,62,993,0.11,0.94,0.67,0.67,0.26,2,2,10,0,1055,1.0,0.99,0.17,0.17,0.41
PF02362,PF13961:PF06253:PF08189:PF11415:PF00451:PF17331:PF17333:PF02425:PF06357:PF07937,75,68,31,44,37,955,0.46,0.92,0.41,0.41,0.39,0,0,75,0,992,0,0.93,0.0,0.0,0
PF02363,PF17331:PF02425:PF06778:PF13179:PF18251:PF12608:PF15977:PF10088:PF17019:PF12811,10,2,1,9,1,1056,0.5,0.99,0.1,0.1,0.22,0,0,10,0,1057,0,0.99,0.0,0.0,0
PF02364,PF17111:PF11218:PF12688:PF10846:PF08795:PF13961:PF03384:PF03432:PF05183:PF05731,39,140,28,11,112,916,0.2,0.88,0.72,0.72,0.34,4,3,36,1,1027,0.75,0.97,0.08,0.08,0.23
PF02365,PF15361:PF05482:PF04632:PF13019:PF03851:PF12898:PF09789:PF05301:PF15481:PF12843,85,56,25,60,31,951,0.45,0.91,0.29,0.29,0.32,2,2,83,0,982,1.0,0.92,0.02,0.02,0.15
PF02366,PF12955:PF13454:PF15257:PF13175:PF17838:PF05295:PF10102:PF17905:PF02010:PF18759,47,90,25,22,65,955,0.28,0.92,0.53,0.53,0.35,2,2,45,0,1020,1.0,0.96,0.04,0.04,0.2
PF02367,PF08293:PF04800:PF17645:PF10235:PF20149:PF00584:PF10163:PF04930:PF03258:PF06739,17,90,9,8,81,969,0.1,0.92,0.53,0.53,0.2,3,3,14,0,1050,1.0,0.99,0.18,0.18,0.42
PF02368,PF11028:PF04048:PF18370:PF10350:PF13815:PF04136:PF09743:PF15082:PF18383:PF15491,11,70,8,3,62,994,0.11,0.94,0.73,0.73,0.27,2,1,10,1,1055,0.5,0.99,0.09,0.09,0.21
PF02369,PF00603:PF15977:PF13179:PF18251:PF12021:PF05999:PF00944:PF16963:PF10905:PF15495,0,2,0,0,2,1065,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02371,PF00468:PF07019:PF06331:PF08648:PF07572:PF02941:PF07039:PF08571:PF07896:PF00253,5,114,5,0,109,953,0.04,0.9,1.0,1.0,0.2,9,2,3,7,1055,0.22,0.99,0.4,0.4,0.29
PF02372,PF04893:PF05669:PF06979:PF03631:PF02827:PF09996:PF19527:PF03045:PF01741:PF10484,3,104,2,1,102,962,0.02,0.9,0.67,0.67,0.1,1,0,3,1,1063,0.0,1.0,0.0,0.0,-0.0
PF02373,PF12688:PF08017:PF04002:PF13961:PF01241:PF10532:PF07382:PF13676:PF12294:PF14087,89,125,46,43,79,899,0.37,0.89,0.52,0.52,0.37,4,4,85,0,978,1.0,0.92,0.04,0.04,0.2
PF02374,PF10441:PF14521:PF03911:PF07938:PF13621:PF01129:PF03229:PF07039:PF11312:PF04229,38,167,28,10,139,890,0.17,0.86,0.74,0.74,0.31,3,3,35,0,1029,1.0,0.97,0.08,0.08,0.28
PF02375,PF10497:PF08189:PF11415:PF00451:PF17331:PF02425:PF17333:PF06357:PF07937:PF11584,40,30,8,32,22,1005,0.27,0.95,0.2,0.2,0.21,0,0,40,0,1027,0,0.96,0.0,0.0,0
PF02376,PF16534:PF02183:PF18387:PF07937:PF06778:PF17331:PF17019:PF12608:PF18134:PF02907,17,26,8,9,18,1032,0.31,0.97,0.47,0.47,0.37,0,0,17,0,1050,0,0.98,0.0,0.0,0
PF02377,PF15737:PF17838:PF13454:PF13175:PF18759:PF14420:PF02010:PF12955:PF13240:PF01417,10,123,5,5,118,939,0.04,0.88,0.5,0.5,0.12,5,2,8,3,1054,0.4,0.99,0.2,0.2,0.28
PF02378,PF13179:PF18251:PF15977:PF08098:PF18557:PF14052:PF00603:PF12021:PF11249:PF19933,17,2,1,16,1,1049,0.5,0.98,0.06,0.06,0.17,0,0,17,0,1050,0,0.98,0.0,0.0,0
PF02380,PF09249:PF12709:PF09427:PF10188:PF08378:PF11945:PF12640:PF17082:PF01637:PF15460,0,53,0,0,53,1014,0.0,0.95,0,0,0,2,0,0,2,1065,0.0,1.0,0,0,0
PF02381,PF00603:PF05999:PF16963:PF15495:PF00944:PF10905:PF11072:PF04797:PF08974:PF10552,13,2,0,13,2,1052,0.0,0.99,0.0,0.0,-0.0,0,0,13,0,1054,0,0.99,0.0,0.0,0
PF02383,PF05295:PF17241:PF19006:PF12013:PF09133:PF10102:PF06918:PF12813:PF04031:PF07173,78,77,40,38,37,952,0.52,0.93,0.51,0.51,0.48,2,2,76,0,989,1.0,0.93,0.03,0.03,0.15
PF02384,PF07382:PF08017:PF01107:PF09351:PF12294:PF13875:PF14240:PF09072:PF06977:PF08398,15,59,7,8,52,1000,0.12,0.94,0.47,0.47,0.21,1,0,15,1,1051,0.0,0.99,0.0,0.0,-0.0
PF02386,PF13879:PF08837:PF10235:PF09431:PF01771:PF09759:PF20071:PF00756:PF17034:PF04286,43,105,23,20,82,942,0.22,0.9,0.53,0.53,0.3,4,3,40,1,1023,0.75,0.96,0.07,0.07,0.22
PF02387,PF07543:PF15337:PF03370:PF10164:PF14229:PF08286:PF06687:PF15846:PF14159:PF07297,2,69,1,1,68,997,0.01,0.94,0.5,0.5,0.08,2,0,2,2,1063,0.0,1.0,0.0,0.0,-0.0
PF02388,PF09776:PF08014:PF00584:PF14978:PF15866:PF14114:PF13759:PF18972:PF10198:PF13805,5,81,3,2,78,984,0.04,0.93,0.6,0.6,0.14,2,2,3,0,1062,1.0,1.0,0.4,0.4,0.63
PF02390,PF07039:PF04229:PF11267:PF10235:PF07572:PF08648:PF08571:PF00253:PF04800:PF04135,51,96,23,28,73,943,0.24,0.91,0.45,0.45,0.28,5,4,47,1,1015,0.8,0.96,0.08,0.08,0.24
PF02391,PF01903:PF07386:PF00444:PF13508:PF03045:PF02686:PF04483:PF12446:PF10484:PF15366,38,73,24,14,49,980,0.33,0.94,0.63,0.63,0.43,2,2,36,0,1029,1.0,0.97,0.05,0.05,0.23
PF02392,PF00796:PF08571:PF04800:PF04135:PF00253:PF07572:PF10235:PF07039:PF00468:PF01781,13,106,8,5,98,956,0.08,0.9,0.62,0.62,0.19,7,2,11,5,1049,0.29,0.99,0.15,0.15,0.2
PF02393,PF05172:PF15107:PF15317:PF03479:PF05129:PF09591:PF11375:PF09860:PF10926:PF15972,2,50,1,1,49,1016,0.02,0.95,0.5,0.5,0.09,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF02394,PF14052:PF18557:PF07920:PF10030:PF06727:PF11811:PF14091:PF07376:PF02276:PF11731,2,4,0,2,4,1061,0.0,0.99,0.0,0.0,-0.0,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF02397,PF08017:PF17111:PF17517:PF07382:PF04002:PF07721:PF15922:PF06778:PF17019:PF19097,12,74,5,7,69,986,0.07,0.93,0.42,0.42,0.15,0,0,12,0,1055,0,0.99,0.0,0.0,0
PF02398,PF08525:PF19613:PF07291:PF08714:PF13788:PF15653:PF14907:PF09869:PF08108:PF06970,0,1,0,0,1,1066,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02399,PF17905:PF19006:PF06918:PF07064:PF15094:PF15257:PF03420:PF12013:PF04031:PF12443,3,62,1,2,61,1003,0.02,0.94,0.33,0.33,0.06,1,0,3,1,1063,0.0,1.0,0.0,0.0,-0.0
PF02401,PF05160:PF10163:PF04930:PF00584:PF06624:PF00935:PF10639:PF03987:PF01249:PF08612,23,131,13,10,118,926,0.1,0.88,0.57,0.57,0.2,8,2,21,6,1038,0.25,0.97,0.09,0.09,0.14
PF02403,PF16222:PF14622:PF07602:PF03209:PF09976:PF05977:PF13749:PF11898:PF19568:PF00451,55,72,22,33,50,962,0.31,0.92,0.4,0.4,0.31,0,0,55,0,1012,0,0.95,0.0,0.0,0
PF02404,PF14719:PF16060:PF05346:PF13095:PF07884:PF14040:PF19071:PF11288:PF12596:PF06775,4,66,3,1,63,1000,0.05,0.94,0.75,0.75,0.18,1,1,3,0,1063,1.0,1.0,0.25,0.25,0.5
PF02405,PF14087:PF17912:PF12294:PF15880:PF01241:PF08016:PF10532:PF14521:PF13676:PF06420,13,136,8,5,128,926,0.06,0.88,0.62,0.62,0.16,2,1,12,1,1053,0.5,0.99,0.08,0.08,0.19
PF02407,PF13495:PF15487:PF04163:PF08642:PF13230:PF17175:PF16719:PF19208:PF11465:PF10698,6,50,2,4,48,1013,0.04,0.95,0.33,0.33,0.1,0,0,6,0,1061,0,0.99,0.0,0.0,0
PF02408,PF03615:PF04695:PF17014:PF03644:PF16000:PF12364:PF06241:PF12220:PF18694:PF12928,4,82,3,1,79,984,0.04,0.93,0.75,0.75,0.16,4,1,3,3,1060,0.25,0.99,0.25,0.25,0.25
PF02411,PF01364:PF07536:PF08632:PF13559:PF01921:PF12829:PF15335:PF16867:PF17027:PF11998,5,35,2,3,33,1029,0.06,0.97,0.4,0.4,0.14,0,0,5,0,1062,0,1.0,0.0,0.0,0
PF02412,PF05735:PF17331:PF02425:PF06778:PF02443:PF07937:PF17019:PF12608:PF10088:PF19097,22,16,11,11,5,1040,0.69,0.99,0.5,0.5,0.58,0,0,22,0,1045,0,0.98,0.0,0.0,0
PF02413,PF09344:PF06275:PF10679:PF10924:PF19788:PF11440:PF18454:PF19781:PF01944:PF04070,0,0,0,0,0,1067,0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02415,PF17111:PF03420:PF10011:PF20147:PF08017:PF07382:PF17892:PF19773:PF05548:PF12013,4,81,2,2,79,984,0.02,0.92,0.5,0.5,0.1,3,0,4,3,1060,0.0,0.99,0.0,0.0,-0.0
PF02416,PF13430:PF07933:PF15621:PF18609:PF09805:PF15344:PF03195:PF12483:PF10058:PF00812,13,95,7,6,88,966,0.07,0.91,0.54,0.54,0.18,3,1,12,2,1052,0.33,0.99,0.08,0.08,0.16
PF02417,PF03209:PF03956:PF07937:PF11415:PF00451:PF17333:PF18134:PF02907:PF06357:PF12175,23,11,4,19,7,1037,0.36,0.98,0.17,0.17,0.24,0,0,23,0,1044,0,0.98,0.0,0.0,0
PF02419,PF01788:PF07382:PF12294:PF13875:PF00070:PF14087:PF08017:PF04378:PF01241:PF05022,4,69,3,1,66,997,0.04,0.94,0.75,0.75,0.17,1,0,4,1,1062,0.0,1.0,0.0,0.0,-0.0
PF02420,PF02425:PF17331:PF12811:PF19097:PF13179:PF18251:PF08098:PF15399:PF11529:PF08099,0,3,0,0,3,1064,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02421,PF17331:PF06778:PF17019:PF12608:PF19097:PF19933:PF11249:PF18134:PF02907:PF11792,12,4,0,12,4,1051,0.0,0.99,0.0,0.0,-0.01,0,0,12,0,1055,0,0.99,0.0,0.0,0
PF02422,PF15559:PF10780:PF07911:PF08315:PF01282:PF15055:PF04819:PF12494:PF19117:PF06083,3,69,0,3,69,995,0.0,0.93,0.0,0.0,-0.01,1,0,3,1,1063,0.0,1.0,0.0,0.0,-0.0
PF02423,PF10698:PF04163:PF17175:PF08867:PF10105:PF15481:PF13434:PF12224:PF16719:PF04090,18,63,10,8,53,996,0.16,0.94,0.56,0.56,0.28,2,2,16,0,1049,1.0,0.99,0.11,0.11,0.33
PF02424,PF14537:PF07937:PF12175:PF20081:PF02907:PF18134:PF19097:PF12811:PF02425:PF08098,10,4,1,9,3,1054,0.25,0.99,0.1,0.1,0.15,0,0,10,0,1057,0,0.99,0.0,0.0,0
PF02425,PF17331:PF18251:PF13179:PF15977:PF19097:PF12021:PF08098:PF12811:PF12608:PF18557,0,2,0,0,2,1065,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02426,PF11218:PF12688:PF13961:PF04899:PF17932:PF04773:PF17111:PF17770:PF12608:PF11249,4,94,2,2,92,971,0.02,0.91,0.5,0.5,0.09,1,0,4,1,1062,0.0,1.0,0.0,0.0,-0.0
PF02427,PF14469:PF05869:PF04519:PF03659:PF00253:PF17645:PF02320:PF04800:PF07223:PF03645,8,114,8,0,106,953,0.07,0.9,1.0,1.0,0.25,2,2,6,0,1059,1.0,0.99,0.25,0.25,0.5
PF02428,PF08189:PF11415:PF00451:PF17333:PF06357:PF11584:PF01303:PF17330:PF17079:PF18680,10,2,0,10,2,1055,0.0,0.99,0.0,0.0,-0.0,0,0,10,0,1057,0,0.99,0.0,0.0,0
PF02429,PF17770:PF14528:PF02534:PF11218:PF04366:PF04773:PF17932:PF04899:PF12688:PF07568,4,82,3,1,79,984,0.04,0.93,0.75,0.75,0.16,3,2,2,1,1062,0.67,1.0,0.5,0.5,0.58
PF02430,PF00444:PF13656:PF10195:PF05300:PF01903:PF03208:PF10471:PF10484:PF02325:PF12929,0,97,0,0,97,970,0.0,0.91,0,0,0,6,0,0,6,1061,0.0,0.99,0,0,0
PF02431,PF14303:PF01868:PF02046:PF08923:PF01036:PF01667:PF15054:PF02953:PF14943:PF16862,12,137,8,4,129,926,0.06,0.88,0.67,0.67,0.17,9,4,8,5,1050,0.44,0.99,0.33,0.33,0.38
PF02433,PF07896:PF14087:PF06331:PF05162:PF07061:PF11057:PF00468:PF07572:PF02939:PF07039,6,95,2,4,93,968,0.02,0.91,0.33,0.33,0.06,6,0,6,6,1055,0.0,0.99,0.0,0.0,-0.01
PF02434,PF01710:PF02102:PF03229:PF14441:PF04908:PF15072:PF03134:PF18996:PF12259:PF02308,65,103,34,31,69,933,0.33,0.91,0.52,0.52,0.37,3,3,62,0,1002,1.0,0.94,0.05,0.05,0.21
PF02435,PF05420:PF12545:PF04919:PF18790:PF04634:PF10045:PF10043:PF00747:PF13651:PF04837,1,1,0,1,1,1065,0.0,1.0,0.0,0.0,-0.0,0,0,1,0,1066,0,1.0,0.0,0.0,0
PF02436,PF04597:PF15727:PF06852:PF08508:PF12018:PF10138:PF12413:PF12766:PF11708:PF15767,16,54,7,9,47,1004,0.13,0.95,0.44,0.44,0.22,0,0,16,0,1051,0,0.99,0.0,0.0,0
PF02437,PF14420:PF03415:PF01417:PF13240:PF06869:PF20153:PF18759:PF08952:PF15996:PF17905,14,108,9,5,99,954,0.08,0.9,0.64,0.64,0.21,4,4,10,0,1053,1.0,0.99,0.29,0.29,0.53
PF02439,PF02480:PF11770:PF12688:PF04899:PF06024:PF17770:PF04163:PF03384:PF10532:PF13961,4,80,4,0,76,987,0.05,0.93,1.0,1.0,0.22,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF02440,PF05738:PF18362:PF12355:PF09042:PF13882:PF06583:PF02158:PF16920:PF19127:PF11180,1,19,1,0,18,1048,0.05,0.98,1.0,1.0,0.23,1,0,1,1,1065,0.0,1.0,0.0,0.0,-0.0
PF02441,PF14977:PF09949:PF14469:PF16063:PF19060:PF03659:PF05869:PF11303:PF08038:PF16077,56,94,31,25,63,948,0.33,0.92,0.55,0.55,0.39,3,3,53,0,1011,1.0,0.95,0.05,0.05,0.23
PF02442,PF09524:PF19223:PF10799:PF09869:PF19658:PF17157:PF03233:PF13115:PF10866:PF10871,0,0,0,0,0,1067,0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02443,PF14121:PF11658:PF05636:PF10796:PF02664:PF13996:PF08897:PF04318:PF10800:PF10777,2,2,0,2,2,1063,0.0,1.0,0.0,0.0,-0.0,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF02444,PF09524:PF19223:PF10799:PF09869:PF19658:PF17157:PF03233:PF13115:PF10866:PF10871,0,0,0,0,0,1067,0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02445,PF14528:PF01364:PF17770:PF01270:PF06220:PF09299:PF07568:PF07530:PF16314:PF03398,15,99,11,4,88,964,0.11,0.91,0.73,0.73,0.26,3,1,14,2,1050,0.33,0.99,0.07,0.07,0.14
PF02446,PF03604:PF03647:PF12554:PF13881:PF16065:PF16029:PF05680:PF01194:PF10215:PF06962,12,94,6,6,88,967,0.06,0.91,0.5,0.5,0.15,5,2,10,3,1052,0.4,0.99,0.17,0.17,0.25
PF02447,PF02939:PF02160:PF07896:PF07382:PF07061:PF19060:PF09351:PF12294:PF14087:PF10118,12,81,6,6,75,980,0.07,0.92,0.5,0.5,0.17,3,1,11,2,1053,0.33,0.99,0.08,0.08,0.16
PF02448,PF17050:PF04949:PF02116:PF01918:PF06941:PF07782:PF05426:PF15496:PF04910:PF06984,1,97,1,0,96,970,0.01,0.91,1.0,1.0,0.1,3,0,1,3,1063,0.0,1.0,0.0,0.0,-0.0
PF02449,PF13824:PF14779:PF15296:PF09038:PF18572:PF08288:PF09822:PF14932:PF18388:PF19013,21,60,9,12,51,995,0.15,0.94,0.43,0.43,0.23,1,1,20,0,1046,1.0,0.98,0.05,0.05,0.22
PF02450,PF12259:PF04908:PF02301:PF20049:PF16473:PF02102:PF03134:PF09815:PF15496:PF03619,47,155,36,11,119,901,0.23,0.88,0.77,0.77,0.38,7,7,40,0,1020,1.0,0.96,0.15,0.15,0.38
PF02451,PF13676:PF08757:PF02480:PF10532:PF05186:PF08016:PF15880:PF14087:PF18996:PF01241,0,146,0,0,146,921,0.0,0.86,0,0,0,4,0,0,4,1063,0.0,1.0,0,0,0
PF02452,PF09591:PF11375:PF10926:PF09860:PF15107:PF15972:PF02393:PF06197:PF17068:PF03479,4,25,2,2,23,1040,0.08,0.98,0.5,0.5,0.19,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF02453,PF11789:PF14825:PF04478:PF15874:PF05867:PF02827:PF09996:PF15123:PF13904:PF05669,51,64,21,30,43,973,0.33,0.93,0.41,0.41,0.33,1,1,50,0,1016,1.0,0.95,0.02,0.02,0.14
PF02454,PF09586:PF11161:PF18894:PF06861:PF14457:PF19268:PF06134:PF02973:PF07190:PF08805,0,8,0,0,8,1059,0.0,0.99,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02456,PF08508:PF14959:PF12766:PF03745:PF10571:PF17043:PF15312:PF17026:PF09740:PF07445,0,27,0,0,27,1040,0.0,0.97,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02457,PF19060:PF16063:PF07039:PF03659:PF07896:PF09435:PF02560:PF14469:PF15963:PF07572,6,91,5,1,86,975,0.05,0.92,0.83,0.83,0.2,3,1,5,2,1059,0.33,0.99,0.17,0.17,0.23
PF02459,PF04941:PF18860:PF07607:PF11730:PF19065:PF13809:PF09238:PF10662:PF05247:PF14000,1,10,1,0,9,1057,0.1,0.99,1.0,1.0,0.31,0,0,1,0,1066,0,1.0,0.0,0.0,0
PF02460,PF07382:PF12678:PF09351:PF02160:PF02075:PF08017:PF19060:PF09072:PF15880:PF13875,79,90,29,50,61,927,0.32,0.9,0.37,0.37,0.29,2,1,78,1,987,0.5,0.93,0.01,0.01,0.07
PF02461,PF09524:PF19223:PF10799:PF09869:PF19658:PF17157:PF03233:PF13115:PF10866:PF10871,0,0,0,0,0,1067,0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02463,PF01868:PF01667:PF09341:PF14303:PF01984:PF01885:PF15054:PF01036:PF12328:PF00203,106,148,57,49,91,870,0.39,0.87,0.54,0.54,0.38,9,9,97,0,961,1.0,0.91,0.08,0.08,0.28
PF02464,PF00154:PF07019:PF10253:PF08571:PF07572:PF01521:PF00468:PF00885:PF06331:PF01220,34,131,20,14,111,922,0.15,0.88,0.59,0.59,0.26,9,4,30,5,1028,0.44,0.97,0.12,0.12,0.22
PF02465,PF07196:PF07195:PF18557:PF14052:PF06727:PF07920:PF10030:PF02276:PF16263:PF06672,3,10,3,0,7,1057,0.3,0.99,1.0,1.0,0.55,0,0,3,0,1064,0,1.0,0.0,0.0,0
PF02467,PF08525:PF19613:PF07291:PF08714:PF13788:PF15653:PF14907:PF09869:PF08108:PF06970,0,1,0,0,1,1066,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02468,PF01868:PF06514:PF14159:PF13094:PF01667:PF04103:PF11199:PF01036:PF08286:PF03370,2,97,1,1,96,969,0.01,0.91,0.5,0.5,0.06,3,0,2,3,1062,0.0,1.0,0.0,0.0,-0.0
PF02469,PF08189:PF20118:PF11415:PF00451:PF17333:PF06357:PF17331:PF02425:PF03956:PF11584,90,7,4,86,3,974,0.57,0.92,0.04,0.04,0.14,0,0,90,0,977,0,0.92,0.0,0.0,0
PF02470,PF17704:PF07985:PF10067:PF04939:PF07904:PF03088:PF05546:PF08210:PF01650:PF10234,26,127,11,15,116,925,0.09,0.88,0.42,0.42,0.15,7,3,23,4,1037,0.43,0.97,0.12,0.12,0.21
PF02472,PF07382:PF08017:PF00070:PF04002:PF13875:PF05022:PF03544:PF04378:PF17517:PF09919,21,73,10,11,63,983,0.14,0.93,0.48,0.48,0.23,1,1,20,0,1046,1.0,0.98,0.05,0.05,0.22
PF02475,PF06941:PF13449:PF13902:PF01755:PF04831:PF03908:PF10273:PF08636:PF15137:PF06984,45,93,30,15,63,959,0.32,0.93,0.67,0.67,0.43,5,4,41,1,1021,0.8,0.96,0.09,0.09,0.26
PF02477,PF07889:PF13097:PF09597:PF04988:PF03839:PF07051:PF08552:PF06052:PF10333:PF00322,0,62,0,0,62,1005,0.0,0.94,0,0,0,1,0,0,1,1066,0.0,1.0,0,0,0
PF02479,PF08873:PF03122:PF08846:PF08682:PF03249:PF16930:PF00527:PF16986:PF17011:PF08262,0,3,0,0,3,1064,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02480,PF18996:PF13434:PF10698:PF12224:PF13300:PF15072:PF09184:PF05045:PF13388:PF01710,4,67,4,0,63,1000,0.06,0.94,1.0,1.0,0.24,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF02481,PF04002:PF08017:PF13961:PF17111:PF07382:PF17517:PF01252:PF04703:PF07399:PF10088,19,109,12,7,97,951,0.11,0.9,0.63,0.63,0.24,1,1,18,0,1048,1.0,0.98,0.05,0.05,0.23
PF02482,PF01650:PF17737:PF09995:PF03088:PF10234:PF03901:PF02470:PF00758:PF08210:PF04321,7,148,6,1,142,918,0.04,0.87,0.86,0.86,0.17,7,2,5,5,1055,0.29,0.99,0.29,0.29,0.28
PF02485,PF15054:PF01667:PF14303:PF13422:PF13864:PF02046:PF12023:PF01868:PF16862:PF06624,47,132,28,19,104,916,0.21,0.88,0.6,0.6,0.31,7,6,41,1,1019,0.86,0.96,0.13,0.13,0.32
PF02486,PF19064:PF11303:PF03370:PF17112:PF14099:PF08286:PF04103:PF14977:PF15873:PF02027,2,51,0,2,51,1014,0.0,0.95,0.0,0.0,-0.01,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF02487,PF15880:PF16719:PF08016:PF18996:PF14087:PF13676:PF12224:PF12694:PF14521:PF02480,33,142,20,13,122,912,0.14,0.87,0.61,0.61,0.25,3,2,31,1,1033,0.67,0.97,0.06,0.06,0.19
PF02488,PF02024:PF05418:PF16851:PF14984:PF15343:PF15360:PF17557:PF08092:PF06868:PF14982,0,6,0,0,6,1061,0.0,0.99,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF02491,PF13145:PF15186:PF04244:PF01693:PF08731:PF04098:PF11081:PF03126:PF09312:PF10846,13,92,5,8,87,967,0.05,0.91,0.38,0.38,0.12,2,1,12,1,1053,0.5,0.99,0.08,0.08,0.19
PF02492,PF14528:PF16314:PF05677:PF05935:PF07530:PF02534:PF00635:PF04366:PF03629:PF01270,62,130,37,25,93,912,0.28,0.89,0.6,0.6,0.36,3,3,59,0,1005,1.0,0.94,0.05,0.05,0.21
PF02493,PF03290:PF01504:PF20118:PF08189:PF06253:PF17331:PF11415:PF02425:PF00451:PF17333,100,97,48,52,49,918,0.49,0.91,0.48,0.48,0.44,0,0,100,0,967,0,0.91,0.0,0.0,0
